time,av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,av_dead,sd_dead,av_total_infected,sd_total_infected,time
106.0,87.8,39.377940807287295,4095.7,281.7855961936703,5721.1,281.25174567359477,73.3,6.61731734835869,5882.2,282.6107649125285,106
107.0,81.8,36.550725786987535,4092.5,280.8630548070635,5731.5,279.9048449423879,73.5,6.786424357167444,5886.8,283.92009830623516,107
108.0,79.7,35.24848302488428,4089.6,280.166696410865,5739.5,279.34496793590375,73.5,6.786424357167444,5892.7,282.77672778674304,108
109.0,74.4,33.569827722723474,4085.1,278.65408663789594,5748.8,278.60557544074146,73.5,6.786424357167444,5896.7,282.0453273264187,109
110.0,68.6,30.710837754049557,4081.8,278.78059871917594,5758.1,279.088377081924,73.6,6.769211344183473,5900.3,281.6980455894021,110
111.0,64.6,28.868283249576475,4078.7,278.9094038492707,5766.2,278.27676071773504,73.8,6.908931417616861,5904.6,280.6247791387401,111
112.0,61.1,25.886289807540976,4076.0,278.67862813243823,5773.5,278.80907445777297,74.0,7.133644853010899,5908.6,280.44139811692884,112
113.0,57.3,24.253522080995438,4073.8,278.71124045426575,5780.8,279.9689665341897,74.1,7.309810759064377,5912.2,279.45096966094866,113
114.0,53.8,22.724436186625184,4070.6,279.22519784416147,5787.4,280.0980780607631,74.4,7.244921593011818,5915.6,279.260213182377,114
115.0,48.9,22.29823112067662,4068.3,279.24662536506645,5794.7,279.5333611574833,74.4,7.244921593011818,5918.0,279.50154044496986,115
116.0,46.1,21.460299262695393,4066.8,279.45892164840416,5801.2,278.11820029141086,74.7,7.08754776585903,5922.0,279.12721114216004,116
117.0,43.3,19.322123186763,4064.7,279.445104925219,5806.7,277.8852880836503,74.9,6.951418720104711,5924.9,279.4715052062057,117
118.0,39.6,17.620694903688925,4062.6,279.583499751565,5811.3,277.6980974607736,75.4,6.818276093624318,5926.3,279.77691509883766,118
119.0,36.7,15.42760872951836,4061.1,279.1190307616686,5816.7,277.15220447336236,75.4,6.818276093624318,5928.8,279.79468663051244,119
120.0,34.6,15.514867421641446,4060.0,278.9452355650557,5821.7,277.57443446158123,75.5,7.011894655987543,5931.8,279.23538457724163,120
